name,lat,lng,neighborhood,address,website_url
Horst-Dohm- Eisstadion,52.4842432,13.3006881,Charlottenburg-Wilmersdorf,"Fritz-Wildung-Str. 9, 14199, Berlin",
Hošek Contemporary,52.5136681,13.41187,Berlin,MS Heimatland / Fisherinsel 10179 Berlin,
Hotel Continental - Art Space in Exile,52.4871989,13.4518768,,"Elsenstraße 87, 12435 Berlin",
Hotel MOA Berlin,52.5321484,13.3446806,,"Stephanstraße 41, 10559 Berlin",
hub27 Berlin,52.5029373,13.2675566,,"Jafféstraße 2, 14055 Berlin",
Hugenottenplatz,52.6069386,13.4206083,,"Hugenottenplatz, 13127, Berlin",
Hugo-Gaudig-Schule,52.4786034,13.3764696,,"Boelckestraße 58, 12101 Berlin",
Humboldt Carré Konferenz- und Eventzentrum,52.5159205,13.3914426,,"Behrenstraße 42, 10117 Berlin",
Humboldt Forum,52.5167106,13.4024811,Mitte,"Schlossplatz, 10178, Berlin",
Humboldt Forum im Berliner Schloss,52.5161789,13.4006418,,"Schlossplatz, Berlin",
Humboldt-Bibliothek,52.5919367,13.2806031,,"Karolinenstr. 19, Berlin",
Humboldt-Bibliothek Tegel,52.5919367,13.2806031,Reinickendorf,"Karolinenstraße 19, 13507, Berlin",
Humboldt-Haus,52.5661391,13.5184082,Lichtenberg,"Warnitzer Str. 13A, 13057, Berlin ",
Humboldt-Universität zu Berlin,52.517883,13.3936551,,"Unter den Linden 6, 10117 Berlin",
Humboldthain Club,52.5442708,13.3787585,Berlin,Hochstraße 46; 13357 Berlin; Germany,
Huxleys Neue Welt,52.4864182,13.421531,,"Hasenheide 107/113, 10967 Berlin",
HWR - Campus Lichtenberg,52.5101676,13.525239,Lichtenberg,"Alt-Friedrichsfelde 60, 10315, Berlin",
HWR Berlin - Campus Schöneberg,52.485432,13.3377964,Tempelhof-Schöneberg,"Badensche Straße 50–51, 10825 , Berlin",
HYROX Performance Center Berlin-Kreuzberg by Kniger Performance Club,52.4992121,13.4003856,,"Alexandrinenstraße 2-3 #Aufgang A, 1. OG, 10969 Berlin",
ICF Berlin,52.4681785,13.3912032,,"Ringbahnstraße 32-34, 12099 Berlin",
Ikea Südkreuz,52.4696118,13.3663411,,"Sachsendamm 47, 10829 Berlin",
Ikii,52.4766281,13.4215384,Berlin,"Herrfurthplatz 8, 12049 Berlin, Germany",
Illuseum Berlin,52.5215057,13.4069139,,"Karl-Liebknecht-Str. 9, Berlin",
ILOsBAR,52.4977119,13.3474298,,,
Im Tiergarten,52.5146915,13.3521076,Mitte,Straße des 17. Juni,
Impact Hub Berlin,52.479124,13.432526,,"Rollbergstraße 28A, 12053 Berlin",
Industriesalon Schöneweide,52.4608803,13.5188859,,"Reinbeckstr. 9-10, 12459 Berlin",
Industrious BEAM,52.5163488,13.4160267,,"Schicklerstraße 5, 10179 Berlin",
Industrious BEAM Berlin,52.5161607,13.4157793,,"Schicklerstraße 5, 10179 Berlin",
Ingeborg-Bachmann-Bibliothek (Stadtteilbibliothek West),52.5145468,13.2939985,Charlottenburg-Wilmersdorf,"Nehringstr. 10, 14059, Berlin",
Ingeborg-Drewitz-Bibliothek,52.4577849,13.3196255,Steglitz-Zehlendorf,"Grunewaldstr. 3, 12165, Berlin",
Initiative der heilenden Künste,52.5034963,13.4238934,,"Mariannenplatz 2a, 10997 Berlin",
INNSiDE by Meliá Berlin Mitte,52.532892,13.380592,,"Chausseestraße 33, 10115 Berlin",
Insomnia,52.4659138,13.3855858,Berlin,"Alt-Tempelhof 17-19, 12099 Berlin",
Institut français Berlin,52.5021625,13.3247676,,"Kurfürstendamm 211, 10719 Berlin",
Institut Francais Berlin - Maison de France,52.502,13.329,,"Kurfürstendamm 211, 10719 Berlin",
Instituto Cervantes Berlin - Das spanische Kulturinstitut,52.5216599,13.404826,,"Rosenstraße 18, 10178 Berlin",
interkosmos - café. bar. utopie,52.5141034,13.4985762,,"Fanningerstraße 47, 10365 Berlin",
interkosmos - café.bar.utopie,52.505,13.42,,,
International,52.5206816,13.423045,,"Karl-Marx-Allee 33, 10178 Berlin",
"Invalidenstr. 57, 10557 Berlin",52.5237956,13.3621914,Mitte,"Invalidensttraße 57, 10557, Berlin",
ISS Mahlsdorf,52.5078776,13.616382,,"An der Schule 41-59, 12623, Berlin",
It's a Bar,52.4982138,13.4308227,,,
Jagdschloss Grunewald,52.4672167,13.2615891,,"Hüttenweg 100, Berlin",
James-Simon-Galerie,52.5201352,13.3993615,,"Bodestr., 10178 Berlin",
Jane-Addams-Schule (OSZ Sozialwesen),52.5227772,13.4522499,Friedrichshain-Kreuzberg,"Straßmannstraße 14-16, 10249",
janinebeangallery,52.5316,13.3837,,"Torstr. 154, 10115 Berlin",
Janusz- Korczak-Bibliothek,52.5686018,13.4123075,Pankow,"Berliner Straße 120/121, 13187 , Berlin",
Janusz-Korczak-Bibliothek,52.5686018,13.4123075,,"Berliner Str. 120/121, 13187 Berlin",
Jesus-Christus-Kirche Dahlem,52.4497823,13.2829406,Steglitz-Zehlendorf,"Hittorfstr. 23, 14195, Berlin",
Joachim-Gottschalk-Weg,52.422589,13.4752435,Neukölln,"Joachim-Gottschalk-Weg 10-14, 12353, Berlin",
Jockel Biergarten,52.495,13.425,Berlin,"Ratiborstraße 14C, 10999 Berlin, Germany",
John-F.-Kennedy-Platz,52.4845757,13.3441511,,"John-F.-Kennedy-Platz 1, 10825, Berlin",
Joseph-Joachim-Konzertsaal,52.4986487,13.3298793,Charlottenburg-Wilmersdorf,"Bundesallee 1-12, 10719 , Berlin",
JuBi im Willy-Brandt-Haus,52.4961,13.3879,,,
Jüdisches Gemeindehaus,52.5031196,13.3274686,Charlottenburg-Wilmersdorf,"Fasanenstr. 79-80, 10623, Berlin",
Jüdisches Museum,52.5016941,13.3951413,,"Lindenstr. 9-14, 10969 Berlin",
Jüdisches Theaterschiff MS Goldberg,52.535,13.2,,"Schifffahrtsufer/Dischinger Brücke, 13581 Berlin",
Jugend in Berliner Wäldern e.V.,52.47,13.26,,,
Jugend- und Kulturzentrum Spirale,52.4934976,13.3069412,,"Westfälische Straße 16a, Berlin",
Jugendclub Skandal,52.5076368,13.4625809,Friedrichshain-Kreuzberg,"Gryphiusstraße 29, 10245, Berlin",
Jugendclub Villa Pelikan,52.5164763,13.5883535,,"Hellersdorfer Straße 27, Berlin",
Jugendkulturzentrum Pumpe,52.5051452,13.3582898,,"Lützowstraße 42, Berlin",
Jugendkunstschule ATRIUM,52.6012976,13.3541466,,"Senftenberger Ring 97, Berlin",
Jugendverkehrsschule,52.4982407,13.5047393,Lichtenberg,"Baikalstraße 4, 10319, Berlin",
Jugendverkehrsschule berlin mitte,52.5289401,13.3389271,Mitte,"Bremer Straße 10, 10551, Berlin",
Jugendverkehrsschule Charlottenburg,52.5159062,13.3146535,Charlottenburg-Wilmersdorf,"Loschmidtstraße 6-10, 10587 , Berlin",
Jugendverkehrsschule Steglitz,52.450369,13.3357813,Steglitz-Zehlendorf,"Albrechtstr. 42, 12167, Berlin",
Junges Tanzhaus Berlin,52.4857338,13.4233769,,"Lucy-Lameck-Straße 3, Berlin",
Kabarett Obelisk,52.3991667,13.0555225,,"Charlottenstr. 31, 14467 Potsdam",
Kabarett-Theater DISTEL,52.5206669,13.3885051,,,
Kaiser-Wilhelm-Gedächtnis-Kirche,52.5049676,13.335294,Charlottenburg-Wilmersdorf,"Breitscheidplatz, 10789, Berlin",
Kaiser-Wilhlem-Gedächntniskirche,52.5046,13.3352,,,
Kaisersteg,52.4575425,13.5181738,Charlottenburg-Wilmersdorf,"Hasselwerder Str. 22, 12439, Berlin",
Kajetan Berlin - Raum für Kunst,52.5038,13.3035,,"Grolmanstr. 58, 10623 Berlin",
Kallasch&,52.5329151,13.3365728,,,
Kalle Halle,52.4795552,13.4382367,,,
Kammermusiksaal der Philharmonie,52.5099888,13.3696059,,"Herbert-von-Karajan-Str. 1, 10785 Berlin",
kantaa - gut beraten,52.5559372,13.4131539,Pankow,"Berliner Straße 69, 13189 , Berlin",
Kantine am Berghain,52.5114484,13.4407738,Berlin,70 Am Wriezener Bahnhof; Friedrichshain; 10243 Berlin; Germany,
Kaos Berlin,52.462052,13.5092577,Berlin,"Wilhelminenhofstraße 92, 12459 Berlin, Germany",
Kapelle99,52.5123609,13.4610668,Friedrichshain-Kreuzberg,"Boxhagener Straße 99, 10245, Berlin",
Karakas,52.4992295,13.3674642,,"Kurfürstenstraße 9, 10785 Berlin",
Kasper Holzig,52.5167114,13.3051394,,"Behaimstr. 10, 10585 Berlin",
Kater,52.5119029,13.4253649,Berlin,"Holzmarktstrasse 25, 10243 Berlin",
Käthe-Kollwitz-Gymnasium,52.5461095,13.4220606,Pankow,"Dunckerstr.  65/66, 10439, Berlin",
Käthe-Kollwitz-Museum,52.5205395,13.2920852,,"Spandauer Damm 10, 14059 Berlin",
Käthe-Kollwitz-Museum Berlin,52.5206424,13.2927104,,"Spandauer Damm 10, Berlin",
Katholische Kindertagesstätte „Heilige Familie“,52.5515709,13.4200817,,"Kuglerstr. 40, Berlin",
Kesselhaus,52.4409095,13.3793229,,,
Kesselhaus in der Kulturbrauerei,52.5393856,13.4137106,,"Knaackstraße 97, 10435 Berlin",
Kiez Büro Coworking,52.479598,13.4377434,,"Karl-Marx-Straße 101, 12043 Berlin",
Kiezkapelle,52.482,13.428,Berlin,Hermannstraße 99–105,
Kiezklub Allende-Viertel,52.445424,13.5933567,Treptow-Köpenick,"Salvador-Allende-Straße 89, 12559, Berlin",
Kieztreff Frisierkunst,52.4497025,13.2555721,,"Wilskistraße 34, Berlin",
kikisol,52.49,13.42,,,
Kinder- und Familientheater Coq au Vin,52.4841862,13.4432464,,"Wildenbruchstr. 80, Berlin",
Kinderbauernhof Pinke-Panke,52.5688761,13.3886772,Pankow,"Am Bürgerpark 15-18, Berlin-Pankow",
Kinderbuchhandlung Krumulus,52.4897357,13.405511,,"Südstern 4, Berlin",
Kinderhaus Waldschulallee e.V.,52.5020034,13.2588592,,"Waldschulallee 75, Berlin",
KinderKünsteZentrum,52.4792199,13.4389609,,"Ganghoferstraße 3, Berlin",
Kindermalschule Berlin,52.5185412,13.3007856,,"Gerichtsstr. 12-13, Berlin",
Kindermuseum unterm Dach,52.3878178,13.3970516,,"Steinstraße 41, Berlin",
Kindersprachclub,52.493865,13.2959509,,"Joachim-Friedrich-Str. 3, Berlin",
KINDL – Zentrum für zeitgenössische Kunst,52.4794637,13.431275,,"Am Sudhaus 3, Berlin",
Kino b-ware!,52.5118751,13.4616485,Charlottenburg-Wilmersdorf,"Gärtnerstraße 19, 10245, Berlin",
Kino Blauer Stern,52.5803587,13.401489,,"Hermann-Hesse-Str. 11, Berlin",
Kino Casablanca,52.5258146,13.4286945,,"Friedenstraße 12, Berlin",
Kino Central Berlin,52.5245664,13.4018422,,,
Kino Spreehöfe,52.4617978,13.5120508,,"Wilhelminenhofstraße 89, Berlin",
Kino Toni,52.5480563,13.4510903,,"Antonplatz 1, Berlin",
Kirche am Immanuel Krankenhaus,52.4200828,13.1665008,,"Königstr. 66, 14109 Berlin",
Kirche Schönow-Buschgraben,52.4133284,13.260076,Charlottenburg-Wilmersdorf,"Andréezeile 21/23, 14165 , Berlin ",
Kirche St. Georg,52.5661514,13.4131555,Pankow,"Kissingenstraße 53, 13187, Berlin",
Kirche St. Peter und Paul,52.4008152,13.0589064,,"Am Bassin 7, 14467 , Potsdam ",
Kirche Zum Guten Hirten,52.4708072,13.3280978,,"Bundesallee 76A, 12161 Berlin",
Kirche zur frohen Botschaft,52.4854461,13.5282598,Charlottenburg-Wilmersdorf,"Weseler Str. 6, 10318, Berlin",
Kirchsaal des Evangelischen Campuses Daniel,52.4939477,13.3092268,Charlottenburg-Wilmersdorf,"Brandenburgische Str. 51, 10707, Berlin",
Kita Apfelbäumchen/ AWO pro:mensch,52.5893655,13.2942478,,"Oeserstr. 8, Berlin",
Kita der Kirche St. Alfons,52.4240944,13.3677538,,"Beyrodtstraße 4, Berlin",
Kita Wirbelwind,52.58344,13.3914365,,"Friedrich-Engels-Str. 45-47, Berlin",
KitKat Club,52.5112074,13.4169157,,,
KitKatClub,52.5112074,13.4169157,Berlin,Köpenicker Strasse 76; Mitte; 10179 Berlin; Germany,
KITTY CHENG BAR,52.5298949,13.4043349,,,
Klausenerplatz,52.5180135,13.2844201,,"Klausenerplatz / Spandauer Damm, 14059, Berlin",
KlimaWerkstatt Spandau,52.5376211,13.2053277,Spandau,"Mönchstr. 8, 13597, Berlin",
Klixarena,52.5704385,13.3083745,Reinickendorf,"Zobeltitzstraße 96, 13403, Berlin",
Klosterruine,52.5184236,13.4124733,Mitte,"Klosterstr. 73a, 10179, Berlin",
Klunkerkranich,52.4819616,13.4327729,Berlin,"Karl-Marx-Straße 66, 12043 Berlin",
KLUNKERKRANICH,52.5079304,13.5292772,,,
Knobelsdorff-Schule (OSZ Bautechnik I),52.5395695,13.2336637,Spandau,"Nonnendammallee 140-143, 13599, Berlin",
Kollwitzplatz,52.5360538,13.4170422,,,
Komische Oper Berlin im Schillertheater,52.5133,13.3149,,"Am Schillertheater 1, Berlin",
Komische Oper im Schillertheater,52.5133,13.3149,,,
Kommunale Begegnungsstätte,52.5082827,13.5092591,Lichtenberg,"Einbecker Str. 85, 10315, Berlin",
"Kommunale Begegnungsstätte ""Am Tierpark""",52.494839,13.5161438,Lichtenberg,"Sewanstraße 235, 10319, Berlin",
"kommunale Begegnungsstätte ""Karlshorst""",52.4898955,13.5215236,Lichtenberg,"Hönower Str. 30a, 10318, Berlin",
"kommunale Begegnungsstätte ""Rusche 43""",52.5216334,13.4846359,Lichtenberg,"Ruschestraße 43, 10367, Berlin",
Kommunale Begegnungsstätte Judith-Auer-Straße,52.5335445,13.4682475,Lichtenberg,"Judith-Auer-Straße 8, 10369, Berlin",
Kommunale Begegnungsstätte Ribnitzer Straße,52.5720492,13.5024287,Lichtenberg,"Ribnitzer Straße 1 b, 13051, Berlin",
Kommunale Begegnungsstätte Warnitzer Borgen,52.5655959,13.5202454,Lichtenberg,"Warnitzer Straße 6-8, 13057, Berlin",
Kommunale Galerie,52.5385444,13.2044109,Charlottenburg-Wilmersdorf,"Hohenhollerndamm 176, 10713, Berlin",
Kommunale Galerie Berlin,52.4894888,13.311966,,"Hohenzollerndamm 176, 10713 Berlin",
Kommunikationszentrum am Ostpreußendamm,52.4257451,13.3160277,Steglitz-Zehlendorf,"Ostpreußendamm 52, 12207, Berlin ",
Komödie am Kurfürstendamm im Ernst-Reuter-Saal,52.5884025,13.3238522,,"Eichborndamm 213, Berlin",
"KOMPASS, Haus im Stadtteil",52.5276602,13.5854857,Marzahn-Hellersdorf,"Kummerower Ring 42, 12619, Berlin",
KOMPLEX Berlin,52.5036393,13.458943,,"Modersohnstraße 35-45, 10245 Berlin",
Konferenz- und Tagungszentrum Ernst von Bergmann,52.41064,13.08267,,"Berliner Straße 62, 14467 Potsdam",
Königin-Luise-Platz 6,52.4588783,13.303214,,"Königin-Luise-Platz 6, 14195 Berlin",
Konzerthaus,52.5135698,13.392297,,"Gendarmenmarkt, Berlin",
Konzerthaus Berlin,52.5135418,13.3918617,,,
Korea Verband,52.53393,13.3405293,Mitte,"Quitzowstraße 103, 10551, Berlin",
Koreanisches Kulturzentrum,52.5088352,13.3780855,,"Leipziger Platz 3, Berlin",
"Kosmos, Karl-Marx-Allee, Berlin, Deutschland",52.5169221,13.449893,,"Karl-Marx-Allee 131A, 10243 Berlin",
Kranoldplatz,52.4281864,13.3275074,,,
Kreuzberg,52.4860843,13.3859508,Friedrichshain-Kreuzberg,"Hermannplatz- Hasenheide- Gneisenaustraße- Yorckstraße, Berlin",
KREUZWERK,52.5031489,13.4077249,Berlin,"Lobeckstraße 30-35, 10969 Berlin, Deutschland",
Kühlhaus Berlin,52.4996866,13.3765572,,"Luckenwalder Str. 3, Berlin",
Kühlspot Social Club,52.5504007,13.436534,Charlottenburg-Wilmersdorf,"Lehderstr. 74, 13086, Berlin",
Kukumu,52.5280091,13.3452198,Berlin,"Lübecker Str. 43, 10559 Berlin, Germany",
Kultur Cafe Diakonietentrum Heiligensee,52.6095793,13.2488874,Reinickendorf,"Dambockstr. 76, 13503, Berlin",
Kulturbrauerei,52.5382032,13.4127133,,"Schönhauser Allee 36, Berlin",
Kulturbrauerei Berlin,52.538604,13.412435,,,
Kulturforum,52.5084425,13.3677277,,"Matthäikirchpl., 10785 Berlin",
Kulturhaus Alte Feuerwache,52.516288,13.4421638,,,
Kulturhaus Babelsberg,52.39,13.1,,"Karl-Liebknecht-Str. 135, 14482 Potsdam",
Kulturhaus Karlshorst,52.4820582,13.5251196,Lichtenberg,"Treskowallee 112, 10318, Berlin",
"Kulturhaus Karlshorst , Foyer 1. Etage",52.4822363,13.5238758,Lichtenberg,"Treskowallee 112, 10318, Berlin",
"Kulturhaus Karlshorst, Großer Saal",52.4822363,13.5238758,Lichtenberg,"Treskowallee 112, 10318 , Berlin",
Kulturhaus Karlshorst/am Fenster,52.4822363,13.5238758,Lichtenberg,"Treskowallee 112, 10318, Berlin",
Kulturhaus Karlshorst/Studiobühne,52.4822363,13.5238758,Lichtenberg,"Treskowallee 112, 10318 , Berlin",
Kulturhaus Spandau,52.5355261,13.2022748,Spandau,"Mauerstr. 6, 13597, Berlin",
Kulturhaus Spandau | Galerie,52.535528,13.2022752,Spandau,"Mauerstr. 6, 13597, Berlin",
Kulturhaus Spandau | Theatersaal,52.535528,13.2022752,Spandau,"Mauerstr. 6, 13597, Berlin",
Kulturhaus Spandau im Theatersaal,52.5355,13.2055,,,
Kulturlabor Trial & Error,52.4706971,13.4425522,,"Braunschweiger Str. 80 12055, 12055 Berlin",
Kulturzentrum Peter Edel,52.5509153,13.4615708,,"Berliner Allee 125, Berlin",
Kulturzentrum Schöneweide – Alte Feuerwache e.V.,52.451991,13.532099,,"Schnellerstr. 81, Berlin",
Kunst Raum Mitte,52.5262717,13.3960006,Mitte,"Auguststraße 21, 10117, Berlin",
Kunstfabrik Schlot,52.532,13.377,,"Invalidenstr. 117, 10115, Berlin",
Kunsthaus sans titre,52.3986748,13.0621726,,"Französische Str. 18, 14467 Potsdam",
Kunstquartier Bethanien,52.5022,13.4239,,,
Kunstraum Heartspace,52.5324771,13.4400435,,"Danziger Straße 172, 10407 Berlin",
Kunstraum Kreuzberg/Bethanien,52.5036639,13.424156,,"Mariannenpl. 2, 10997 Berlin",
Kupferstichkabinett,52.508174,13.3666434,,"Matthäikirchpl. 8, 10785 Berlin",
Kurfürstendamm 23,52.5045359,13.3294752,,"Kurfürstendamm 23, 10719 Berlin",
Kurt Mühlenhaupt Museum,52.4876934,13.3885333,,"Fidicinstraße 40, Berlin",
Kurt-Tucholsky-Bibliothek,52.531583,13.3262022,Pankow,"Esmarchstraße 18, 10407, Berlin",
Kurt-Tucholsky-Bibliothek (Mitte),52.531583,13.3262022,,"Rostocker Str. 32 B, Berlin",
Kurt-Tucholsky-Bibliothek (Pankow),52.5329071,13.4322322,,"Esmarchstr. 18, Berlin",
Kurt-Tucholsky-Bibliothek (Prenzl. Berg),52.5329071,13.4322322,,"Esmarchstr. 18, 10407 Berlin",
KW Institute for Contemporary Art,52.5271636,13.3948218,,"Auguststr. 69, 10117 Berlin",
La Caminada Tanzstudio,52.4933888,13.4197042,,"Böckhstraße 21, 10967 Berlin",
La18,52.57,13.345,Berlin,"Lindauer Alle 18, 13407 Berlin, Deutschland",
LabSaal,52.6201495,13.3563343,,"Alt-Lübars 8, 13469 Berlin",
LabSaal und andere Spielorte,52.6125,13.351,,,
Labyrinth Kindermuseum,52.5561076,13.3859917,,"Osloer Str. 12, 13359 Berlin",
Labyrinth Kindermuseum Berlin,52.5562867,13.3859257,,"Osloer Straße 12, Berlin",
Landesvertretung Schleswig-Holstein,52.5123237,13.3790603,,"In den Ministergärten 8-10, 10117 Berlin",
Lark,52.5130237,13.4227766,Berlin,"Holzmarktstrasse 15-18, 10179",
LARK,52.5130237,13.4227766,,,
Lauschangriff,52.5182565,13.4552573,Berlin,Rigaer Strasse 103; Friedrichshain; 10247 Berlin; Germany,
Lauschangriff Bar,52.5182491,13.4553049,,,
Lausitzer Platz,52.5001826,13.4307927,,,
Legoland Discovery Centre Berlin,52.4336363,13.3023632,,"Potsdamer Straße 4, Berlin",
Lehrter Straße,52.5254883,13.3654502,Mitte,"Lehrter Straße, 10557, Berlin",
Leo-Borchard-Musikschule,52.4340016,13.2562256,Steglitz-Zehlendorf,"Martin-Buber-Str. 21, 14163, Berlin",
Leonardo Royal Hotel Alexanderplatz,52.5271128,13.4237882,Mitte,"Otto-Braun-Straße 90, 10249, Berlin",
Leopold-Ullstein-Schule (OSZ Wirtschaft),52.4836938,13.3326826,Charlottenburg-Wilmersdorf,"Prinzregentenstraße 32, 10715, Berlin",
Leopoldplatz,52.5469861,13.3592556,,"Leopoldplatz, Berlin",
Lernort Keibelstraße,52.5241658,13.4162252,,"Bernhard-Weiß-Str. 6, 10178 Berlin",
LesArt Berliner Zentrum für Kinder- und Jugendliteratur,52.5253314,13.4050609,,"Weinmeisterstraße 5, Berlin",
Lettrétage,52.533467,13.4009185,,"Veteranen Str. 21, Berlin",
Lido,52.4991977,13.4450924,,"Cuvrystraße 7, 10997 Berlin",
Liebermann-Villa am Wannsee,52.4287715,13.1648881,,"Colomierstrasse 3, Berlin",
Lieselotte-Berger-Platz,52.411355,13.4978942,Neukölln,"12355, Berlin",
Lietzenburger Str. 107,52.4993746,13.3170959,,"Lietzenburger Straße 107, 10707 Berlin",
Life Artists Creators Hub,52.5455552,13.4108144,,"Milastraße 4, 10437 Berlin",
Limomade,52.5253342,13.4533869,,"Kochhannstraße 19, Berlin",
Lindenkirche Wilmersdorf,52.4748108,13.3100952,Charlottenburg-Wilmersdorf,"Homburger Str. 48, 14197, Berlin",
Lindenpark Potsdam,52.3918101,13.1168676,,"Stahnsdorfer Str. 76, Potsdam",
Lipschitzplatz,52.422731,13.4589415,Neukölln,"12353, Berlin",
LOFT AM SALZUFER,52.5183448,13.3232812,,"Salzufer 13-14, 10587 Berlin",
Loge.,52.513,13.46,Berlin,"Kinzigstraße 9, 10247 Berlin, Germany",
Lokschuppen Berlin,52.5366075,13.3416455,Berlin,"Warschauer Brücke, Revaler Straße 99 Zugang über, 10245 Berlin, Germany",
LOKSCHUPPEN BERLIN,52.5366075,13.3416455,,,
Loone,52.4982138,13.4308227,Berlin,"Spreewaldpl. 14, 10999 Berlin",
Lost my Voice Bar,52.5293031,13.4014198,,,
Ludwig Erhard Haus,52.5068966,13.3285832,Charlottenburg-Wilmersdorf,"Fasanenstr. 85, 10623, Berlin",
Ludwigkirchplatz,52.4979617,13.322266,,"Ludwigkirchplatz 1, 10719, Berlin",
Luftschloss Tempelhofer Feld,52.4646044,13.3856575,,"Tempelhofer Damm 59-101, Berlin",
Lukas-Gemeinde e.V.,52.5015688,13.3549862,Tempelhof-Schöneberg,"Kurfürstenstraße 133, 10785, Berlin",
Lützowstraße 42,52.5053872,13.3586763,,"Lützowstraße 42, 10785 Berlin",
M-Bia,52.5226379,13.4092318,,"Dircksenstraße 123, 10178 Berlin",
M-BIA,52.5226319,13.4092273,Berlin,"Dircksenstr. 123, 10178 Berlin",
M01,52.4976134,13.4650258,Berlin,"Markgrafendamm 1, 10245 Berlin, Germany",
Maaya,52.5060192,13.4560028,Berlin,"Revalerstr. 99, 10245 Berlin",
MACHmit! Museum,52.5405922,13.42251,,"Senefelder Str. 5, Berlin",
MACHmit! Museum für Kinder,52.5405922,13.42251,,"Senefelderstr. 5, 10437 Berlin",
Mad Monkey Room,52.5411559,13.4127789,,"Danziger Straße 1, 10435 Berlin",
Madame Claude,52.4996096,13.4374056,Berlin,"Lübbener Str. 19, 10997 Berlin, Germany",
Mädchen in MINT,52.512988,13.3829654,,"Wilhelmstraße 52, Berlin",
Madi - Zelt der Sinne,52.5758766,13.2942793,,"Bernhard-Lichtenberg-Pl., 13507 Berlin",
MALI Berlin,52.5646003,13.4039768,,"Florapromenade 4, Berlin",
Manifesto Market Berlin,52.5074713,13.3736934,,,
Margarete-Kubicka-Bibliothek,52.436687,13.4460219,Neukölln,"Gutschmidtstr. 33, 12359, Berlin",
Maria-Rimkus-Haus,52.4309551,13.3472302,Steglitz-Zehlendorf,"Gallwitzallee 53, 12249, Berlin",
Mariannenplatz,52.5038987,13.4254958,,"Mariannenplatz, Berlin",
Marie-Curie-Gymnasium,52.4804931,13.324884,Charlottenburg-Wilmersdorf,"Weimarische Straße 21, 10715, Berlin",
Marienburger Str. / Prenzlauer Allee,52.5359948,13.422388,Pankow,"Marienburger Str. / Prenzlauer Allee, 10405, Berlin ",
Maritim proArte Hotel Berlin,52.5183684,13.3882076,Mitte,"Friedrichstr. 151, 10117, Berlin",
Mark-Twain-Bibliothek / Bezirkszentralbibliothek,52.54722,13.556704,Marzahn-Hellersdorf,"Marzahner Promenade 52-54, 12679, Berlin",
Markt am Maybachufer,52.4954914,13.4208452,,,
Markthalle Neun,52.5022,13.4315,,"Eisenbahnstraße 42/43, Berlin",
Marktstraße,52.5040732,13.4734433,Lichtenberg,"Marktstr. 6, 10317, Berlin",
Marlene Dietrich-Kinosaal im Rathaus Schöneberg,52.4849023,13.3446382,Tempelhof-Schöneberg,"John-F.-Kennedy-Platz, 10825, Berlin",
Marmorbar,52.499,13.435,Berlin,Vor dem Schlesischen Tor 3  10997 Berlin,
martas – Zentrum am Hauptbahnhof,52.526192,13.3635325,,"Lehrter Straße 68, Berlin",
Maschinenhaus in der Kulturbrauerei,52.5393856,13.4137106,,"Knaackstraße 97, 10435 Berlin",
"Maschinenraum Co-Working, Offices & Event Location",52.5328961,13.4096267,,"Zionskirchstraße 73a, 10119 Berlin",
Matrix Club,52.5028375,13.4473204,,"Warschauer Platz 18, 10245 Berlin",
Matrix Club Berlin,52.5046514,13.4493349,,"Warschauer Platz 18, 10245 Berlin",
Mauerpark Flohmarkt,52.5413,13.402,Prenzlauer Berg,"Bernauer Str. 63-64, 13355 Berlin",
"Max-Bill-Schule (OSZ Planen, Bauen, Gestalten)",52.558467,13.4497952,Pankow,"Gustav-Adolf-Straße 66, 13086, Berlin",
Max-Taut-Aula,52.501137,13.4871094,,"Fischerstr. 36, Berlin",
"Max-Taut-Aula, Fischerstr./Schlichtallee",52.501137,13.4871094,Lichtenberg,"Fischerstraße 36, 10317, Berlin",
"Max-Taut-Schule (OSZ Gebäude, Umwelt, Technik)",52.501137,13.4871094,Lichtenberg,"Fischerstraße 36, 10317, Berlin",
Maxim Gorki Theater,52.5190141,13.3950767,,,
Maxxim Club Berlin,52.5019061,13.3308361,,,
MAXXIM CLUB BERLIN,52.5019131,13.3308153,,"Joachimsthaler Straße 15, 10719 Berlin",
Maybachufer,52.4951358,13.423015,,,
Mediale Kraft Berlin,52.5024134,13.4398998,,"Köpenicker Straße 6 A, 10997 Berlin",
Medienkompetenzzentrum Mitte – barrierefrei kommunizieren!,52.512988,13.3829654,,"Wilhelmstraße 52, Berlin",
Mehringhof-Theater,52.4919487,13.3889569,,"Gneisenaustr. 2a, 10961 Berlin",
Mehringplatz,52.4986387,13.3936918,,"Mehringplatz 5, 10969, Berlin",
Mein Freund Harvey,52.4919829,13.3646223,,"Kulmer Straße 20A, 10783 Berlin",
Mendelssohn-Remise am Gendarmenmarkt,52.5145222,13.3949292,,"Jägerstr. 51, 10117 Berlin",
Menlo79 GmbH,52.5097497,13.4247649,,"Wilhelmine-Gemberg-Weg 6d, 10179 Berlin",
Messe Berlin,52.5034485,13.2721989,,,
Messe Berlin - City Cube,52.5001203,13.2707936,Charlottenburg-Wilmersdorf,"Messedamm 26, 14055, Berlin",
Metropol,52.4989399,13.3527048,,"Nollendorfplatz 5, 10777 Berlin",
